Ê±¼ä,Q1,Q2,Q3,QT1,QT2,,0.05,,,,,
2.175,-0.00006,-0.00003,-0.00001,-0.00001,-0.00002,,,-0.030557749,-0.015278875,-0.005092958,-0.005092958,-0.010185916
2.18,-0.00006,-0.00003,-0.00001,0.00001,-0.00002,,,-0.030557749,-0.015278875,-0.005092958,0.005092958,-0.010185916
2.185,-0.00005,-0.00003,-0.00001,0.00004,-0.00002,,,-0.025464791,-0.015278875,-0.005092958,0.020371833,-0.010185916
2.19,-0.00004,-0.00003,-0.00001,0.00007,-0.00002,,,-0.020371833,-0.015278875,-0.005092958,0.035650707,-0.010185916
2.195,-0.00002,-0.00003,-0.00001,0.00009,-0.00002,,,-0.010185916,-0.015278875,-0.005092958,0.045836624,-0.010185916
2.2,0,-0.00003,-0.00001,0.00012,-0.00002,,,0,-0.015278875,-0.005092958,0.061115498,-0.010185916
2.205,0.00002,-0.00003,-0.00001,0.00015,-0.00002,,,0.010185916,-0.015278875,-0.005092958,0.076394373,-0.010185916
2.21,0.00004,-0.00003,-0.00001,0.00019,-0.00002,,,0.020371833,-0.015278875,-0.005092958,0.096766205,-0.010185916
2.215,0.00007,-0.00003,-0.00001,0.00022,-0.00002,,,0.035650707,-0.015278875,-0.005092958,0.11204508,-0.010185916
2.22,0.00009,-0.00003,-0.00001,0.00025,-0.00002,,,0.045836624,-0.015278875,-0.005092958,0.127323954,-0.010185916
2.225,0.00012,-0.00003,-0.00001,0.00029,-0.00002,,,0.061115498,-0.015278875,-0.005092958,0.147695787,-0.010185916
2.23,0.00014,-0.00002,-0.00001,0.00032,-0.00002,,,0.071301415,-0.010185916,-0.005092958,0.162974662,-0.010185916
2.235,0.00017,-0.00002,-0.00001,0.00036,-0.00002,,,0.086580289,-0.010185916,-0.005092958,0.183346494,-0.010185916
2.24,0.0002,-0.00002,-0.00001,0.0004,-0.00002,,,0.101859164,-0.010185916,-0.005092958,0.203718327,-0.010185916
2.245,0.00023,-0.00002,-0.00001,0.00044,-0.00002,,,0.117138038,-0.010185916,-0.005092958,0.22409016,-0.010185916
2.25,0.00027,-0.00002,-0.00001,0.00049,-0.00002,,,0.137509871,-0.010185916,-0.005092958,0.249554951,-0.010185916
2.255,0.0003,-0.00002,-0.00001,0.00053,-0.00002,,,0.152788745,-0.010185916,-0.005092958,0.269926783,-0.010185916
2.26,0.00034,-0.00002,-0.00001,0.00055,-0.00002,,,0.173160578,-0.010185916,-0.005092958,0.2801127,-0.010185916
2.265,0.00037,-0.00002,-0.00001,0.00057,-0.00002,,,0.188439453,-0.010185916,-0.005092958,0.290298616,-0.010185916
2.27,0.00041,0,-0.00001,0.00058,-0.00002,,,0.208811285,0,-0.005092958,0.295391574,-0.010185916
2.275,0.00045,0.00001,-0.00001,0.00058,-0.00001,,,0.229183118,0.005092958,-0.005092958,0.295391574,-0.005092958
2.28,0.0005,0.00003,-0.00001,0.00059,-0.00001,,,0.254647909,0.015278875,-0.005092958,0.300484533,-0.005092958
2.285,0.00054,0.00005,-0.00001,0.0006,-0.00001,,,0.275019742,0.025464791,-0.005092958,0.305577491,-0.005092958
2.29,0.00056,0.00007,-0.00001,0.0006,-0.00001,,,0.285205658,0.035650707,-0.005092958,0.305577491,-0.005092958
2.295,0.00058,0.00009,-0.00001,0.0006,-0.00001,,,0.295391574,0.045836624,-0.005092958,0.305577491,-0.005092958
2.3,0.00059,0.00011,-0.00001,0.00061,-0.00001,,,0.300484533,0.05602254,-0.005092958,0.310670449,-0.005092958
2.305,0.00059,0.00014,-0.00001,0.00061,-0.00001,,,0.300484533,0.071301415,-0.005092958,0.310670449,-0.005092958
2.31,0.0006,0.00016,-0.00001,0.00061,0.00001,,,0.305577491,0.081487331,-0.005092958,0.310670449,0.005092958
2.315,0.0006,0.00019,-0.00001,0.00062,0.00002,,,0.305577491,0.096766205,-0.005092958,0.315763407,0.010185916
2.32,0.00061,0.00022,-0.00001,0.00062,0.00004,,,0.310670449,0.11204508,-0.005092958,0.315763407,0.020371833
2.325,0.00061,0.00025,-0.00001,0.00062,0.00006,,,0.310670449,0.127323954,-0.005092958,0.315763407,0.030557749
2.33,0.00061,0.00028,-0.00001,0.00062,0.00008,,,0.310670449,0.142602829,-0.005092958,0.315763407,0.040743665
2.335,0.00062,0.00032,-0.00001,0.00063,0.0001,,,0.315763407,0.162974662,-0.005092958,0.320856365,0.050929582
2.34,0.00062,0.00035,-0.00001,0.00063,0.00012,,,0.315763407,0.178253536,-0.005092958,0.320856365,0.061115498
2.345,0.00062,0.00039,0,0.00063,0.00014,,,0.315763407,0.198625369,0,0.320856365,0.071301415
2.35,0.00062,0.00042,0.00001,0.00063,0.00017,,,0.315763407,0.213904244,0.005092958,0.320856365,0.086580289
2.355,0.00063,0.00047,0.00003,0.00063,0.0002,,,0.320856365,0.239369034,0.015278875,0.320856365,0.101859164
2.36,0.00063,0.00051,0.00004,0.00064,0.00023,,,0.320856365,0.259740867,0.020371833,0.325949323,0.117138038
2.365,0.00063,0.00055,0.00006,0.00064,0.00026,,,0.320856365,0.2801127,0.030557749,0.325949323,0.132416913
2.37,0.00063,0.00057,0.00008,0.00064,0.00029,,,0.320856365,0.290298616,0.040743665,0.325949323,0.147695787
2.375,0.00063,0.00059,0.0001,0.00064,0.00032,,,0.320856365,0.300484533,0.050929582,0.325949323,0.162974662
2.38,0.00064,0.0006,0.00012,0.00064,0.00035,,,0.325949323,0.305577491,0.061115498,0.325949323,0.178253536
2.385,0.00064,0.0006,0.00015,0.00064,0.00039,,,0.325949323,0.305577491,0.076394373,0.325949323,0.198625369
2.39,0.00064,0.00061,0.00017,0.00064,0.00043,,,0.325949323,0.310670449,0.086580289,0.325949323,0.218997202
2.395,0.00064,0.00061,0.0002,0.00065,0.00047,,,0.325949323,0.310670449,0.101859164,0.331042282,0.239369034
2.4,0.00064,0.00062,0.00023,0.00065,0.00051,,,0.325949323,0.315763407,0.117138038,0.331042282,0.259740867
2.405,0.00064,0.00062,0.00026,0.00065,0.00055,,,0.325949323,0.315763407,0.132416913,0.331042282,0.2801127
2.41,0.00065,0.00062,0.00029,0.00065,0.00057,,,0.331042282,0.315763407,0.147695787,0.331042282,0.290298616
2.415,0.00065,0.00063,0.00032,0.00065,0.00059,,,0.331042282,0.320856365,0.162974662,0.331042282,0.300484533
2.42,0.00065,0.00063,0.00036,0.00065,0.0006,,,0.331042282,0.320856365,0.183346494,0.331042282,0.305577491
2.425,0.00065,0.00063,0.00039,0.00065,0.0006,,,0.331042282,0.320856365,0.198625369,0.331042282,0.305577491
2.43,0.00065,0.00063,0.00043,0.00065,0.00061,,,0.331042282,0.320856365,0.218997202,0.331042282,0.310670449
2.435,0.00065,0.00064,0.00047,0.00065,0.00061,,,0.331042282,0.325949323,0.239369034,0.331042282,0.310670449
2.44,0.00065,0.00064,0.00052,0.00066,0.00062,,,0.331042282,0.325949323,0.264833825,0.33613524,0.315763407
2.445,0.00065,0.00064,0.00055,0.00066,0.00062,,,0.331042282,0.325949323,0.2801127,0.33613524,0.315763407
2.45,0.00066,0.00064,0.00057,0.00066,0.00063,,,0.33613524,0.325949323,0.290298616,0.33613524,0.320856365
2.455,0.00066,0.00064,0.00059,0.00066,0.00063,,,0.33613524,0.325949323,0.300484533,0.33613524,0.320856365
2.46,0.00066,0.00064,0.0006,0.00066,0.00063,,,0.33613524,0.325949323,0.305577491,0.33613524,0.320856365
2.465,0.00066,0.00065,0.0006,0.00066,0.00063,,,0.33613524,0.331042282,0.305577491,0.33613524,0.320856365
2.47,0.00066,0.00065,0.00059,0.00066,0.00064,,,0.33613524,0.331042282,0.300484533,0.33613524,0.325949323
2.475,0.00066,0.00065,0.00058,0.00066,0.00064,,,0.33613524,0.331042282,0.295391574,0.33613524,0.325949323
2.48,0.00066,0.00065,0.00057,0.00066,0.00064,,,0.33613524,0.331042282,0.290298616,0.33613524,0.325949323
2.485,0.00066,0.00065,0.00056,0.00066,0.00064,,,0.33613524,0.331042282,0.285205658,0.33613524,0.325949323
2.49,0.00066,0.00065,0.00054,0.00066,0.00064,,,0.33613524,0.331042282,0.275019742,0.33613524,0.325949323
2.495,0.00066,0.00065,0.00053,0.00067,0.00065,,,0.33613524,0.331042282,0.269926783,0.341228198,0.331042282
2.5,0.00066,0.00066,0.00051,0.00067,0.00065,,,0.33613524,0.33613524,0.259740867,0.341228198,0.331042282
2.505,0.00067,0.00066,0.00049,0.00067,0.00064,,,0.341228198,0.33613524,0.249554951,0.341228198,0.325949323
2.51,0.00067,0.00066,0.00046,0.00067,0.00063,,,0.341228198,0.33613524,0.234276076,0.341228198,0.320856365
2.515,0.00067,0.00066,0.00044,0.00067,0.00062,,,0.341228198,0.33613524,0.22409016,0.341228198,0.315763407
2.52,0.00067,0.00066,0.00041,0.00067,0.0006,,,0.341228198,0.33613524,0.208811285,0.341228198,0.305577491
2.525,0.00067,0.00066,0.00039,0.00067,0.00059,,,0.341228198,0.33613524,0.198625369,0.341228198,0.300484533
2.53,0.00067,0.00066,0.00036,0.00067,0.00057,,,0.341228198,0.33613524,0.183346494,0.341228198,0.290298616
2.535,0.00067,0.00066,0.00033,0.00067,0.00055,,,0.341228198,0.33613524,0.16806762,0.341228198,0.2801127
2.54,0.00067,0.00066,0.0003,0.00067,0.00053,,,0.341228198,0.33613524,0.152788745,0.341228198,0.269926783
2.545,0.00067,0.00066,0.00026,0.00067,0.00051,,,0.341228198,0.33613524,0.132416913,0.341228198,0.259740867
2.55,0.00067,0.00065,0.00023,0.00067,0.00049,,,0.341228198,0.331042282,0.117138038,0.341228198,0.249554951
2.555,0.00067,0.00064,0.00019,0.00067,0.00046,,,0.341228198,0.325949323,0.096766205,0.341228198,0.234276076
2.56,0.00067,0.00062,0.00015,0.00067,0.00044,,,0.341228198,0.315763407,0.076394373,0.341228198,0.22409016
2.565,0.00067,0.0006,0.00011,0.00067,0.00041,,,0.341228198,0.305577491,0.05602254,0.341228198,0.208811285
2.57,0.00067,0.00059,0.00009,0.00068,0.00038,,,0.341228198,0.300484533,0.045836624,0.346321156,0.193532411
2.575,0.00067,0.00057,0.00007,0.00068,0.00035,,,0.341228198,0.290298616,0.035650707,0.346321156,0.178253536
2.58,0.00068,0.00055,0.00007,0.00068,0.00032,,,0.346321156,0.2801127,0.035650707,0.346321156,0.162974662
2.585,0.00068,0.00053,0.00006,0.00068,0.00028,,,0.346321156,0.269926783,0.030557749,0.346321156,0.142602829
2.59,0.00068,0.0005,0.00005,0.00068,0.00025,,,0.346321156,0.254647909,0.025464791,0.346321156,0.127323954
2.595,0.00068,0.00048,0.00005,0.00068,0.00021,,,0.346321156,0.244461993,0.025464791,0.346321156,0.106952122
2.6,0.00068,0.00045,0.00005,0.00068,0.00016,,,0.346321156,0.229183118,0.025464791,0.346321156,0.081487331
2.605,0.00068,0.00042,0.00004,0.00068,0.00013,,,0.346321156,0.213904244,0.020371833,0.346321156,0.066208456
2.61,0.00068,0.00039,0.00004,0.00068,0.00011,,,0.346321156,0.198625369,0.020371833,0.346321156,0.05602254
2.615,0.00068,0.00036,0.00004,0.00068,0.00009,,,0.346321156,0.183346494,0.020371833,0.346321156,0.045836624
2.62,0.00068,0.00033,0.00004,0.00068,0.00008,,,0.346321156,0.16806762,0.020371833,0.346321156,0.040743665
2.625,0.00068,0.0003,0.00004,0.00068,0.00007,,,0.346321156,0.152788745,0.020371833,0.346321156,0.035650707
2.63,0.00067,0.00026,0.00003,0.00068,0.00007,,,0.341228198,0.132416913,0.015278875,0.346321156,0.035650707
2.635,0.00065,0.00022,0.00003,0.00068,0.00006,,,0.331042282,0.11204508,0.015278875,0.346321156,0.030557749
2.64,0.00064,0.00018,0.00003,0.00068,0.00006,,,0.325949323,0.091673247,0.015278875,0.346321156,0.030557749
2.645,0.00062,0.00014,0.00003,0.00068,0.00006,,,0.315763407,0.071301415,0.015278875,0.346321156,0.030557749
2.65,0.0006,0.00012,0.00003,0.00068,0.00005,,,0.305577491,0.061115498,0.015278875,0.346321156,0.025464791
2.655,0.00058,0.0001,0.00003,0.00068,0.00005,,,0.295391574,0.050929582,0.015278875,0.346321156,0.025464791
2.66,0.00056,0.00009,0.00003,0.00067,0.00005,,,0.285205658,0.045836624,0.015278875,0.341228198,0.025464791
2.665,0.00054,0.00008,0.00003,0.00066,0.00005,,,0.275019742,0.040743665,0.015278875,0.33613524,0.025464791
2.67,0.00052,0.00008,0.00003,0.00064,0.00005,,,0.264833825,0.040743665,0.015278875,0.325949323,0.025464791
2.675,0.00049,0.00007,0.00002,0.00062,0.00004,,,0.249554951,0.035650707,0.010185916,0.315763407,0.020371833
2.68,0.00047,0.00007,0.00002,0.00061,0.00004,,,0.239369034,0.035650707,0.010185916,0.310670449,0.020371833
2.685,0.00044,0.00007,0.00002,0.00059,0.00004,,,0.22409016,0.035650707,0.010185916,0.300484533,0.020371833
2.69,0.00041,0.00006,0.00002,0.00057,0.00004,,,0.208811285,0.030557749,0.010185916,0.290298616,0.020371833
2.695,0.00038,0.00006,0.00002,0.00055,0.00004,,,0.193532411,0.030557749,0.010185916,0.2801127,0.020371833
2.7,0.00035,0.00006,0.00002,0.00052,0.00004,,,0.178253536,0.030557749,0.010185916,0.264833825,0.020371833
2.705,0.00031,0.00006,0.00002,0.0005,0.00004,,,0.157881704,0.030557749,0.010185916,0.254647909,0.020371833
2.71,0.00028,0.00005,0.00002,0.00047,0.00004,,,0.142602829,0.025464791,0.010185916,0.239369034,0.020371833
2.715,0.00024,0.00005,0.00002,0.00044,0.00003,,,0.122230996,0.025464791,0.010185916,0.22409016,0.015278875
2.72,0.0002,0.00005,0.00002,0.00042,0.00003,,,0.101859164,0.025464791,0.010185916,0.213904244,0.015278875
2.725,0.00016,0.00005,0.00002,0.00038,0.00003,,,0.081487331,0.025464791,0.010185916,0.193532411,0.015278875
2.73,0.00014,0.00005,0.00002,0.00035,0.00003,,,0.071301415,0.025464791,0.010185916,0.178253536,0.015278875
2.735,0.00012,0.00005,0.00002,0.00032,0.00003,,,0.061115498,0.025464791,0.010185916,0.162974662,0.015278875
2.74,0.00011,0.00005,0.00002,0.00028,0.00003,,,0.05602254,0.025464791,0.010185916,0.142602829,0.015278875
2.745,0.0001,0.00004,0.00002,0.00025,0.00003,,,0.050929582,0.020371833,0.010185916,0.127323954,0.015278875
2.75,0.00009,0.00004,0.00002,0.0002,0.00003,,,0.045836624,0.020371833,0.010185916,0.101859164,0.015278875
2.755,0.00009,0.00004,0.00002,0.00016,0.00003,,,0.045836624,0.020371833,0.010185916,0.081487331,0.015278875
2.76,0.00008,0.00004,0.00002,0.00013,0.00003,,,0.040743665,0.020371833,0.010185916,0.066208456,0.015278875
2.765,0.00008,0.00004,0.00002,0.0001,0.00003,,,0.040743665,0.020371833,0.010185916,0.050929582,0.015278875
2.77,0.00008,0.00004,0.00001,0.00007,0.00003,,,0.040743665,0.020371833,0.005092958,0.035650707,0.015278875
2.775,0.00007,0.00004,0.00001,0.00004,0.00003,,,0.035650707,0.020371833,0.005092958,0.020371833,0.015278875
2.78,0.00007,0.00004,0.00001,0.00002,0.00002,,,0.035650707,0.020371833,0.005092958,0.010185916,0.010185916
2.785,0.00006,0.00004,0.00001,0,0.00002,,,0.030557749,0.020371833,0.005092958,0,0.010185916
2.79,0.00005,0.00003,0.00001,-0.00003,0.00002,,,0.025464791,0.015278875,0.005092958,-0.015278875,0.010185916
2.795,0.00004,0.00003,0.00001,-0.00005,0.00002,,,0.020371833,0.015278875,0.005092958,-0.025464791,0.010185916
2.8,0.00002,0.00003,0.00001,-0.00008,0.00002,,,0.010185916,0.015278875,0.005092958,-0.040743665,0.010185916
2.805,0,0.00003,0.00001,-0.00011,0.00002,,,0,0.015278875,0.005092958,-0.05602254,0.010185916
2.81,-0.00002,0.00003,0.00001,-0.00014,0.00002,,,-0.010185916,0.015278875,0.005092958,-0.071301415,0.010185916
2.815,-0.00004,0.00003,0.00001,-0.00017,0.00002,,,-0.020371833,0.015278875,0.005092958,-0.086580289,0.010185916
2.82,-0.00006,0.00003,0.00001,-0.0002,0.00002,,,-0.030557749,0.015278875,0.005092958,-0.101859164,0.010185916
2.825,-0.00008,0.00003,0.00001,-0.00023,0.00002,,,-0.040743665,0.015278875,0.005092958,-0.117138038,0.010185916
2.83,-0.00011,0.00003,0.00001,-0.00026,0.00002,,,-0.05602254,0.015278875,0.005092958,-0.132416913,0.010185916
2.835,-0.00013,0.00003,0.00001,-0.0003,0.00002,,,-0.066208456,0.015278875,0.005092958,-0.152788745,0.010185916
2.84,-0.00016,0.00003,0.00001,-0.00034,0.00002,,,-0.081487331,0.015278875,0.005092958,-0.173160578,0.010185916
2.845,-0.00019,0.00003,0.00001,-0.00038,0.00002,,,-0.096766205,0.015278875,0.005092958,-0.193532411,0.010185916
2.85,-0.00022,0.00003,0.00001,-0.00042,0.00002,,,-0.11204508,0.015278875,0.005092958,-0.213904244,0.010185916
2.855,-0.00025,0.00003,0.00001,-0.00046,0.00002,,,-0.127323954,0.015278875,0.005092958,-0.234276076,0.010185916
2.86,-0.00028,0.00003,0.00001,-0.00048,0.00002,,,-0.142602829,0.015278875,0.005092958,-0.244461993,0.010185916
2.865,-0.00032,0.00002,0.00001,-0.0005,0.00002,,,-0.162974662,0.010185916,0.005092958,-0.254647909,0.010185916
2.87,-0.00035,0.00001,0.00001,-0.00052,0.00002,,,-0.178253536,0.005092958,0.005092958,-0.264833825,0.010185916
2.875,-0.00039,0,0.00001,-0.00053,0.00002,,,-0.198625369,0,0.005092958,-0.269926783,0.010185916
2.88,-0.00043,-0.00002,0.00001,-0.00054,0.00002,,,-0.218997202,-0.010185916,0.005092958,-0.275019742,0.010185916
2.885,-0.00047,-0.00003,0.00001,-0.00054,0.00002,,,-0.239369034,-0.015278875,0.005092958,-0.275019742,0.010185916
2.89,-0.0005,-0.00005,0.00001,-0.00055,0.00002,,,-0.254647909,-0.025464791,0.005092958,-0.2801127,0.010185916
2.895,-0.00051,-0.00007,0.00001,-0.00055,0.00002,,,-0.259740867,-0.035650707,0.005092958,-0.2801127,0.010185916
2.9,-0.00053,-0.00009,0.00001,-0.00056,0.00002,,,-0.269926783,-0.045836624,0.005092958,-0.285205658,0.010185916
2.905,-0.00054,-0.00011,0.00001,-0.00056,0.00001,,,-0.275019742,-0.05602254,0.005092958,-0.285205658,0.005092958
2.91,-0.00055,-0.00013,0.00001,-0.00057,0,,,-0.2801127,-0.066208456,0.005092958,-0.290298616,0
2.915,-0.00055,-0.00016,0.00001,-0.00057,-0.00001,,,-0.2801127,-0.081487331,0.005092958,-0.290298616,-0.005092958
2.92,-0.00056,-0.00018,0.00001,-0.00057,-0.00003,,,-0.285205658,-0.091673247,0.005092958,-0.290298616,-0.015278875
2.925,-0.00056,-0.00021,0.00001,-0.00058,-0.00004,,,-0.285205658,-0.106952122,0.005092958,-0.295391574,-0.020371833
2.93,-0.00057,-0.00024,0.00001,-0.00058,-0.00006,,,-0.290298616,-0.122230996,0.005092958,-0.295391574,-0.030557749
2.935,-0.00057,-0.00027,0.00001,-0.00058,-0.00008,,,-0.290298616,-0.137509871,0.005092958,-0.295391574,-0.040743665
2.94,-0.00057,-0.0003,0.00001,-0.00058,-0.0001,,,-0.290298616,-0.152788745,0.005092958,-0.295391574,-0.050929582
2.945,-0.00058,-0.00033,0,-0.00059,-0.00012,,,-0.295391574,-0.16806762,0,-0.300484533,-0.061115498
2.95,-0.00058,-0.00037,0,-0.00059,-0.00014,,,-0.295391574,-0.188439453,0,-0.300484533,-0.071301415
2.955,-0.00058,-0.00041,-0.00002,-0.00059,-0.00016,,,-0.295391574,-0.208811285,-0.010185916,-0.300484533,-0.081487331
2.96,-0.00059,-0.00045,-0.00003,-0.00059,-0.00019,,,-0.300484533,-0.229183118,-0.015278875,-0.300484533,-0.096766205
2.965,-0.00059,-0.00048,-0.00005,-0.00059,-0.00022,,,-0.300484533,-0.244461993,-0.025464791,-0.300484533,-0.11204508
2.97,-0.00059,-0.00051,-0.00007,-0.0006,-0.00024,,,-0.300484533,-0.259740867,-0.035650707,-0.305577491,-0.122230996
2.975,-0.00059,-0.00053,-0.00008,-0.0006,-0.00027,,,-0.300484533,-0.269926783,-0.040743665,-0.305577491,-0.137509871
2.98,-0.0006,-0.00054,-0.0001,-0.0006,-0.00031,,,-0.305577491,-0.275019742,-0.050929582,-0.305577491,-0.157881704
2.985,-0.0006,-0.00055,-0.00012,-0.0006,-0.00034,,,-0.305577491,-0.2801127,-0.061115498,-0.305577491,-0.173160578
2.99,-0.0006,-0.00056,-0.00014,-0.0006,-0.00037,,,-0.305577491,-0.285205658,-0.071301415,-0.305577491,-0.188439453
2.995,-0.0006,-0.00057,-0.00017,-0.00061,-0.00041,,,-0.305577491,-0.290298616,-0.086580289,-0.310670449,-0.208811285
3,-0.0006,-0.00057,-0.00019,-0.00061,-0.00045,,,-0.305577491,-0.290298616,-0.096766205,-0.310670449,-0.229183118
3.005,-0.00061,-0.00058,-0.00022,-0.00061,-0.00049,,,-0.310670449,-0.295391574,-0.11204508,-0.310670449,-0.249554951
3.01,-0.00061,-0.00058,-0.00025,-0.00061,-0.00051,,,-0.310670449,-0.295391574,-0.127323954,-0.310670449,-0.259740867
3.015,-0.00061,-0.00058,-0.00028,-0.00061,-0.00053,,,-0.310670449,-0.295391574,-0.142602829,-0.310670449,-0.269926783
3.02,-0.00061,-0.00059,-0.00031,-0.00061,-0.00054,,,-0.310670449,-0.300484533,-0.157881704,-0.310670449,-0.275019742
3.025,-0.00061,-0.00059,-0.00034,-0.00062,-0.00055,,,-0.310670449,-0.300484533,-0.173160578,-0.315763407,-0.2801127
3.03,-0.00061,-0.00059,-0.00037,-0.00062,-0.00056,,,-0.310670449,-0.300484533,-0.188439453,-0.315763407,-0.285205658
3.035,-0.00061,-0.00059,-0.00041,-0.00062,-0.00057,,,-0.310670449,-0.300484533,-0.208811285,-0.315763407,-0.290298616
3.04,-0.00062,-0.0006,-0.00045,-0.00062,-0.00057,,,-0.315763407,-0.305577491,-0.229183118,-0.315763407,-0.290298616
3.045,-0.00062,-0.0006,-0.00049,-0.00062,-0.00058,,,-0.315763407,-0.305577491,-0.249554951,-0.315763407,-0.295391574
3.05,-0.00062,-0.0006,-0.00051,-0.00062,-0.00058,,,-0.315763407,-0.305577491,-0.259740867,-0.315763407,-0.295391574
3.055,-0.00062,-0.0006,-0.00053,-0.00062,-0.00059,,,-0.315763407,-0.305577491,-0.269926783,-0.315763407,-0.300484533
3.06,-0.00062,-0.00061,-0.00055,-0.00062,-0.00059,,,-0.315763407,-0.310670449,-0.2801127,-0.315763407,-0.300484533
3.065,-0.00062,-0.00061,-0.00055,-0.00063,-0.00059,,,-0.315763407,-0.310670449,-0.2801127,-0.320856365,-0.300484533
3.07,-0.00062,-0.00061,-0.00055,-0.00063,-0.0006,,,-0.315763407,-0.310670449,-0.2801127,-0.320856365,-0.305577491
3.075,-0.00062,-0.00061,-0.00055,-0.00063,-0.0006,,,-0.315763407,-0.310670449,-0.2801127,-0.320856365,-0.305577491
3.08,-0.00063,-0.00061,-0.00054,-0.00063,-0.0006,,,-0.320856365,-0.310670449,-0.275019742,-0.320856365,-0.305577491
3.085,-0.00063,-0.00062,-0.00053,-0.00063,-0.0006,,,-0.320856365,-0.315763407,-0.269926783,-0.320856365,-0.305577491
3.09,-0.00063,-0.00062,-0.00051,-0.00063,-0.00061,,,-0.320856365,-0.315763407,-0.259740867,-0.320856365,-0.310670449
3.095,-0.00063,-0.00062,-0.0005,-0.00063,-0.00061,,,-0.320856365,-0.315763407,-0.254647909,-0.320856365,-0.310670449
3.1,-0.00063,-0.00062,-0.00049,-0.00063,-0.00061,,,-0.320856365,-0.315763407,-0.249554951,-0.320856365,-0.310670449
3.105,-0.00063,-0.00062,-0.00047,-0.00063,-0.00061,,,-0.320856365,-0.315763407,-0.239369034,-0.320856365,-0.310670449
3.11,-0.00063,-0.00062,-0.00045,-0.00063,-0.0006,,,-0.320856365,-0.315763407,-0.229183118,-0.320856365,-0.305577491
3.115,-0.00063,-0.00062,-0.00043,-0.00063,-0.00059,,,-0.320856365,-0.315763407,-0.218997202,-0.320856365,-0.300484533
3.12,-0.00063,-0.00063,-0.00041,-0.00064,-0.00058,,,-0.320856365,-0.320856365,-0.208811285,-0.325949323,-0.295391574
3.125,-0.00064,-0.00063,-0.00038,-0.00064,-0.00056,,,-0.325949323,-0.320856365,-0.193532411,-0.325949323,-0.285205658
3.13,-0.00064,-0.00063,-0.00036,-0.00064,-0.00055,,,-0.325949323,-0.320856365,-0.183346494,-0.325949323,-0.2801127
3.135,-0.00064,-0.00063,-0.00033,-0.00064,-0.00053,,,-0.325949323,-0.320856365,-0.16806762,-0.325949323,-0.269926783
3.14,-0.00064,-0.00063,-0.0003,-0.00064,-0.00052,,,-0.325949323,-0.320856365,-0.152788745,-0.325949323,-0.264833825
3.145,-0.00064,-0.00063,-0.00027,-0.00064,-0.0005,,,-0.325949323,-0.320856365,-0.137509871,-0.325949323,-0.254647909
3.15,-0.00064,-0.00062,-0.00024,-0.00064,-0.00048,,,-0.325949323,-0.315763407,-0.122230996,-0.325949323,-0.244461993
3.155,-0.00064,-0.00061,-0.00021,-0.00064,-0.00046,,,-0.325949323,-0.310670449,-0.106952122,-0.325949323,-0.234276076
3.16,-0.00064,-0.0006,-0.00017,-0.00064,-0.00043,,,-0.325949323,-0.305577491,-0.086580289,-0.325949323,-0.218997202
3.165,-0.00064,-0.00058,-0.00014,-0.00064,-0.00041,,,-0.325949323,-0.295391574,-0.071301415,-0.325949323,-0.208811285
3.17,-0.00064,-0.00057,-0.00011,-0.00064,-0.00038,,,-0.325949323,-0.290298616,-0.05602254,-0.325949323,-0.193532411
3.175,-0.00064,-0.00055,-0.00009,-0.00064,-0.00036,,,-0.325949323,-0.2801127,-0.045836624,-0.325949323,-0.183346494
3.18,-0.00064,-0.00053,-0.00008,-0.00065,-0.00033,,,-0.325949323,-0.269926783,-0.040743665,-0.331042282,-0.16806762
3.185,-0.00065,-0.00052,-0.00007,-0.00065,-0.0003,,,-0.331042282,-0.264833825,-0.035650707,-0.331042282,-0.152788745
3.19,-0.00065,-0.0005,-0.00007,-0.00065,-0.00027,,,-0.331042282,-0.254647909,-0.035650707,-0.331042282,-0.137509871
3.195,-0.00065,-0.00047,-0.00006,-0.00065,-0.00023,,,-0.331042282,-0.239369034,-0.030557749,-0.331042282,-0.117138038
3.2,-0.00065,-0.00045,-0.00006,-0.00065,-0.00019,,,-0.331042282,-0.229183118,-0.030557749,-0.331042282,-0.096766205
3.205,-0.00065,-0.00043,-0.00005,-0.00065,-0.00016,,,-0.331042282,-0.218997202,-0.025464791,-0.331042282,-0.081487331
3.21,-0.00065,-0.0004,-0.00005,-0.00065,-0.00013,,,-0.331042282,-0.203718327,-0.025464791,-0.331042282,-0.066208456
3.215,-0.00065,-0.00037,-0.00005,-0.00065,-0.00011,,,-0.331042282,-0.188439453,-0.025464791,-0.331042282,-0.05602254
3.22,-0.00065,-0.00034,-0.00004,-0.00065,-0.0001,,,-0.331042282,-0.173160578,-0.020371833,-0.331042282,-0.050929582
3.225,-0.00065,-0.00031,-0.00004,-0.00065,-0.00009,,,-0.331042282,-0.157881704,-0.020371833,-0.331042282,-0.045836624
3.23,-0.00064,-0.00028,-0.00004,-0.00065,-0.00008,,,-0.325949323,-0.142602829,-0.020371833,-0.331042282,-0.040743665
3.235,-0.00063,-0.00025,-0.00004,-0.00065,-0.00008,,,-0.320856365,-0.127323954,-0.020371833,-0.331042282,-0.040743665
3.24,-0.00062,-0.00021,-0.00004,-0.00065,-0.00007,,,-0.315763407,-0.106952122,-0.020371833,-0.331042282,-0.035650707
